distance_km,prep_time,active_orders,available_riders,traffic,weather,demand,time_hour,expected_eta,actual_delivery_time,delay_minutes,delayed
4.81,30,11,2,Medium,Clear,Low,9,56.24,66.66,10.42,0
1.66,35,25,9,Low,Clear,Medium,16,48.64,57.15,8.51,0
9.83,24,28,3,Medium,Clear,Medium,13,70.32,86.57,16.25,1
6.04,23,21,8,Medium,Clear,Medium,12,54.16,66.8,12.64,1
6.99,31,20,9,Medium,Clear,High,13,65.96,82.69,16.73,1
11.79,26,7,10,Medium,Clear,Low,21,80.16,81.03,0.87,0
7.48,16,17,4,Low,Clear,Medium,18,52.92,63.38,10.46,0
5.39,24,5,1,Medium,Rain,Low,20,52.56,69.06,16.5,1
4.75,22,16,9,Low,Rain,Low,13,48.0,53.14,5.14,0
5.3,12,5,5,High,Storm,Medium,13,40.2,61.19,20.99,1
1.86,20,2,11,Low,Clear,Low,8,34.44,34.9,0.46,0
9.64,24,29,3,Medium,Clear,Low,18,69.56,82.35,12.79,0
10.13,33,26,7,Medium,Clear,Medium,8,80.52,90.85,10.33,0
3.77,22,20,2,Low,Clear,Medium,22,44.08,55.66,11.58,1
3.99,10,18,6,Low,Clear,Medium,18,32.96,37.48,4.52,0
10.55,35,7,1,Low,Rain,Low,14,84.2,99.29,15.09,0
0.78,22,17,9,Medium,Clear,Medium,17,32.12,42.63,10.51,1
6.49,13,22,7,High,Clear,Medium,22,45.96,67.87,21.91,1
5.83,28,16,2,Low,Storm,Medium,10,58.32,79.26,20.94,1
8.44,16,8,6,Medium,Clear,Medium,19,56.76,66.54,9.78,0
2.38,16,11,5,High,Rain,High,20,32.52,52.6,20.08,1
8.19,31,25,8,Medium,Clear,Low,16,70.76,79.32,8.56,0
4.83,31,7,6,Medium,Clear,Medium,17,57.32,65.87,8.55,0
7.62,21,28,6,Low,Rain,High,15,58.48,72.81,14.33,1
0.96,16,22,10,Low,Rain,Medium,10,26.84,36.31,9.47,1
5.81,31,26,6,Low,Rain,High,22,61.24,77.28,16.04,1
6.51,10,15,9,Low,Clear,Medium,12,43.04,49.92,6.88,0
2.96,28,6,10,Medium,Clear,Medium,13,46.84,52.37,5.53,0
2.11,23,1,10,Medium,Clear,Low,22,38.44,43.21,4.77,0
2.67,31,16,11,Low,Clear,Low,8,48.68,52.99,4.31,0
4.46,18,11,8,High,Clear,Medium,14,42.84,56.86,14.02,1
1.61,30,3,7,Low,Clear,Medium,16,43.44,45.66,2.22,0
11.39,5,27,6,Low,Clear,Medium,11,57.56,66.84,9.28,0
5.16,28,29,3,High,Rain,High,18,55.64,80.29,24.65,1
9.8,7,11,10,High,Clear,Low,15,53.2,65.4,12.2,1
11.71,24,20,8,Medium,Clear,Medium,11,77.84,92.11,14.27,0
1.43,11,12,10,Low,Clear,High,11,23.72,27.93,4.21,0
7.99,34,14,8,Low,Clear,High,12,72.96,84.41,11.45,0
10.52,28,18,6,Low,Clear,High,19,77.08,88.77,11.69,0
7.79,8,12,4,Medium,Clear,Medium,15,46.16,54.68,8.52,0
5.43,32,24,11,Low,Clear,High,19,60.72,73.56,12.84,1
5.46,12,5,9,Medium,Clear,Medium,18,40.84,50.84,10.0,1
0.91,21,20,10,Low,Clear,Low,20,31.64,33.29,1.65,0
6.65,7,29,7,Medium,Clear,Low,20,40.6,48.99,8.39,1
11.93,8,25,6,Low,Clear,Medium,17,62.72,70.77,8.05,0
11.53,12,1,1,Medium,Clear,High,13,65.12,86.28,21.16,1
0.96,21,3,1,Medium,Clear,Medium,18,31.84,46.36,14.52,1
8.62,21,18,8,High,Clear,Medium,22,62.48,79.0,16.52,1
3.97,31,27,3,High,Clear,Medium,12,53.88,74.95,21.07,1
10.88,10,25,1,Medium,Clear,Medium,15,60.52,80.57,20.05,1
1.02,28,27,9,Low,Rain,Low,21,39.08,49.57,10.49,1
11.26,5,4,7,High,Clear,Medium,16,57.04,71.05,14.01,1
10.13,14,15,2,High,Clear,Low,10,61.52,79.81,18.29,1
1.85,10,21,6,High,Rain,Medium,13,24.4,44.53,20.13,1
1.19,8,18,6,Medium,Clear,Medium,11,19.76,28.76,9.0,1
10.1,23,23,1,Low,Rain,Medium,15,70.4,87.01,16.61,1
2.29,32,6,7,Medium,Clear,Medium,22,48.16,58.77,10.61,1
6.65,25,13,5,Low,Rain,High,20,58.6,74.48,15.88,1
11.03,31,13,10,Low,Rain,High,22,82.12,91.14,9.02,0
7.03,23,28,2,Low,Storm,Low,19,58.12,78.88,20.76,1
5.07,6,6,10,Medium,Clear,Low,15,33.28,40.2,6.92,1
5.62,15,9,1,Low,Clear,Low,17,44.48,51.86,7.38,0
1.23,30,0,9,Medium,Clear,Low,15,41.92,44.98,3.06,0
11.64,6,4,9,Medium,Clear,Low,8,59.56,63.21,3.65,0
4.07,8,29,5,Medium,Rain,High,9,31.28,54.88,23.6,1
2.68,30,25,4,Low,Clear,High,16,47.72,65.02,17.3,1
3.79,6,7,2,High,Rain,Low,17,28.16,46.72,18.56,1
11.59,34,21,4,Low,Clear,Medium,11,87.36,93.64,6.28,0
1.58,28,17,8,Low,Clear,High,8,41.32,53.27,11.95,1
10.47,25,27,8,Medium,Clear,Medium,9,73.88,87.37,13.49,0
8.64,21,9,2,Low,Clear,High,12,62.56,79.85,17.29,1
10.05,7,29,1,Medium,Clear,High,20,54.2,76.88,22.68,1
11.72,17,11,7,Low,Clear,High,14,70.88,81.53,10.65,0
10.18,30,21,7,High,Storm,Medium,22,77.72,101.46,23.74,1
11.35,33,11,11,Low,Rain,Medium,21,85.4,94.85,9.45,0
1.96,18,20,9,High,Rain,Low,20,32.84,49.77,16.93,1
9.65,31,10,7,Medium,Clear,High,22,76.6,93.4,16.8,1
6.78,29,25,7,Low,Clear,Low,11,63.12,69.01,5.89,0
6.75,6,19,8,Medium,Clear,Medium,22,40.0,50.17,10.17,1
10.84,24,8,5,Low,Clear,Low,21,74.36,76.24,1.88,0
11.68,24,28,8,High,Clear,Medium,19,77.72,96.12,18.4,1
8.61,21,21,3,Medium,Rain,Low,10,62.44,75.33,12.89,1
6.05,28,12,10,Medium,Clear,High,12,59.2,76.45,17.25,1
5.75,32,4,10,Low,Rain,Medium,17,62.0,72.0,10.0,0
4.94,22,29,5,High,Clear,Medium,8,48.76,67.21,18.45,1
4.66,14,22,6,Medium,Clear,Medium,20,39.64,52.44,12.8,1
5.0,35,20,6,Medium,Clear,Medium,14,62.0,77.1,15.1,1
1.53,34,24,9,Low,Rain,Medium,8,47.12,60.39,13.27,1
1.39,26,18,2,Low,Clear,High,12,38.56,54.55,15.99,1
9.47,24,6,4,Medium,Rain,High,13,68.88,85.9,17.02,1
5.63,8,7,7,Medium,Clear,Medium,17,37.52,42.48,4.96,0
11.2,17,2,8,Medium,Rain,High,17,68.8,84.75,15.95,1
7.54,11,1,4,Medium,Clear,Medium,13,48.16,59.85,11.69,1
0.9,20,21,2,Medium,Clear,Medium,17,30.6,50.3,19.7,1
2.31,30,25,6,Medium,Rain,Medium,21,46.24,62.64,16.4,1
2.87,11,4,8,Medium,Rain,Medium,13,29.48,40.98,11.5,1
11.72,35,17,9,Low,Clear,Medium,13,88.88,93.28,4.4,0
3.02,9,3,1,High,Clear,Medium,9,28.08,50.32,22.24,1
6.43,8,12,1,Low,Rain,Medium,13,40.72,55.86,15.14,1
11.27,35,23,5,Medium,Clear,Medium,12,87.08,99.73,12.65,0
11.74,8,24,7,High,Storm,Medium,19,61.96,86.23,24.27,1
3.22,27,28,1,Medium,Clear,Medium,9,46.88,68.52,21.64,1
1.06,28,9,2,Low,Clear,High,16,39.24,56.69,17.45,1
2.27,15,28,5,Medium,Clear,Low,19,31.08,41.43,10.35,1
1.23,6,23,4,Low,Clear,Low,11,17.92,25.18,7.26,1
2.74,14,10,8,Low,Clear,Medium,9,31.96,38.79,6.83,1
7.04,7,9,1,Medium,Rain,Low,18,42.16,62.5,20.34,1
10.99,25,3,10,Medium,Clear,Low,16,75.96,80.35,4.39,0
6.68,32,27,2,Low,Clear,Medium,16,65.72,81.16,15.44,1
7.7,35,6,5,High,Clear,Low,21,72.8,87.02,14.22,0
2.82,29,8,11,Low,Rain,Medium,9,47.28,56.22,8.94,0
9.71,29,12,8,High,Rain,Low,10,74.84,86.24,11.4,0
7.6,32,4,11,Medium,Clear,Low,15,69.4,72.77,3.37,0
10.44,28,24,1,High,Rain,Medium,16,76.76,107.06,30.3,1
11.41,25,20,8,Medium,Clear,High,21,77.64,91.84,14.2,0
4.5,35,4,1,High,Clear,Medium,17,60.0,84.68,24.68,1
1.54,14,4,7,Medium,Rain,Medium,11,27.16,41.68,14.52,1
3.1,17,0,4,Low,Clear,Medium,20,36.4,40.22,3.82,0
5.54,33,28,9,Low,Clear,Medium,14,62.16,68.69,6.53,0
11.38,14,13,2,Medium,Clear,Medium,21,66.52,81.4,14.88,1
4.85,14,19,10,Low,Clear,Low,12,40.4,43.36,2.96,0
9.36,9,4,6,High,Clear,Low,19,53.44,67.31,13.87,1
6.72,13,6,6,Low,Clear,Medium,16,46.88,49.01,2.13,0
2.6,23,16,7,High,Rain,Medium,16,40.4,61.08,20.68,1
4.19,32,6,1,Medium,Clear,High,22,55.76,78.74,22.98,1
8.01,9,18,4,Medium,Clear,Medium,10,48.04,62.28,14.24,1
8.24,26,27,8,High,Storm,Medium,12,65.96,93.23,27.27,1
5.5,28,9,11,Low,Rain,Medium,10,57.0,64.48,7.48,0
3.13,32,18,11,Medium,Clear,Medium,20,51.52,65.82,14.3,1
8.8,28,27,6,Low,Clear,Medium,20,70.2,78.11,7.91,0
2.44,9,26,3,Medium,Clear,Low,20,25.76,40.86,15.1,1
11.27,20,0,6,Medium,Clear,High,11,72.08,82.76,10.68,0
2.66,34,3,6,Low,Clear,Medium,11,51.64,51.56,-0.08,0
1.73,33,29,5,Low,Clear,Medium,14,46.92,55.18,8.26,0
6.22,23,27,4,Low,Clear,Medium,19,54.88,64.97,10.09,0
6.47,34,9,10,Low,Clear,High,19,66.88,75.39,8.51,0
6.34,25,15,5,Medium,Clear,Low,22,57.36,63.04,5.68,0
5.52,7,17,1,Low,Clear,High,19,36.08,55.73,19.65,1
11.94,33,20,8,High,Rain,Low,22,87.76,106.23,18.47,1
6.09,10,22,8,High,Clear,Low,11,41.36,55.15,13.79,1
6.0,16,11,5,High,Clear,High,17,47.0,65.57,18.57,1
5.35,12,26,7,Medium,Clear,Low,15,40.4,47.5,7.1,0
1.27,27,1,11,Low,Clear,Medium,10,39.08,42.79,3.71,0
7.32,5,0,11,Medium,Clear,Medium,22,41.28,51.04,9.76,1
3.12,24,28,9,Medium,Clear,High,9,43.48,62.84,19.36,1
7.83,31,5,7,High,Rain,Medium,20,69.32,85.12,15.8,1
1.08,29,29,1,Low,Clear,Medium,12,40.32,61.1,20.78,1
11.79,14,8,6,Low,Clear,High,11,68.16,76.04,7.88,0
5.89,32,10,10,High,Clear,Low,17,62.56,72.53,9.97,0
10.81,16,0,10,Medium,Clear,Medium,15,66.24,70.52,4.28,0
5.97,26,28,9,Low,Clear,Medium,13,56.88,63.33,6.45,0
1.19,20,10,11,Medium,Clear,Medium,21,31.76,41.43,9.67,1
9.96,7,5,6,Low,Clear,Medium,18,53.84,57.33,3.49,0
7.95,5,14,2,Medium,Clear,High,17,43.8,62.34,18.54,1
9.49,10,4,6,Low,Rain,Medium,19,54.96,60.07,5.11,0
5.42,33,23,4,Low,Clear,High,20,61.68,73.11,11.43,0
7.84,34,2,10,Low,Rain,Low,10,72.36,73.98,1.62,0
10.35,17,14,9,Low,Clear,Medium,14,65.4,73.23,7.83,0
7.76,35,11,5,Medium,Clear,Medium,21,73.04,85.85,12.81,0
4.5,6,1,5,Low,Clear,Medium,20,31.0,37.93,6.93,1
8.12,34,1,2,Medium,Clear,Medium,8,73.48,88.05,14.57,0
8.23,12,15,1,Medium,Clear,Medium,11,51.92,68.94,17.02,1
11.55,6,11,4,Medium,Storm,Medium,11,59.2,77.06,17.86,1
4.77,28,3,3,Medium,Rain,Low,15,54.08,67.19,13.11,1
5.39,16,4,3,Low,Clear,Low,20,44.56,48.87,4.31,0
9.84,14,24,11,Low,Clear,Medium,15,60.36,68.98,8.62,0
6.32,28,21,8,Medium,Rain,Medium,10,60.28,78.34,18.06,1
8.97,15,18,7,High,Rain,Low,16,57.88,74.91,17.03,1
5.79,28,25,2,High,Clear,High,11,58.16,90.72,32.56,1
2.98,11,2,10,High,Clear,Low,18,29.92,38.07,8.15,1
9.07,7,20,8,Medium,Clear,High,22,50.28,66.17,15.89,1
2.01,15,22,6,High,Clear,High,17,30.04,52.07,22.03,1
2.78,23,6,6,Low,Clear,Medium,21,41.12,43.35,2.23,0
7.71,11,16,7,Medium,Clear,High,16,48.84,64.64,15.8,1
9.09,9,23,10,High,Clear,Low,20,52.36,70.02,17.66,1
10.79,28,18,8,Medium,Clear,Medium,22,78.16,93.17,15.01,0
3.63,20,7,6,Low,Clear,High,10,41.52,50.74,9.22,1
1.77,18,19,8,Low,Clear,High,17,32.08,39.08,7.0,1
11.49,12,22,11,Low,Clear,Low,11,64.96,70.31,5.35,0
2.28,5,0,4,Low,Clear,Low,9,21.12,24.6,3.48,0
2.77,6,17,10,Medium,Clear,Low,11,24.08,31.01,6.93,1
3.85,26,15,7,Medium,Rain,High,10,48.4,65.83,17.43,1
6.59,7,11,3,Low,Clear,Low,10,40.36,45.59,5.23,0
10.65,12,1,11,Medium,Clear,Medium,8,61.6,68.53,6.93,0
9.25,33,2,8,Low,Clear,Medium,22,77.0,82.43,5.43,0
8.64,15,22,5,Medium,Rain,Medium,14,56.56,73.74,17.18,1
2.51,28,24,3,Low,Clear,Medium,10,45.04,54.3,9.26,1
4.61,15,12,11,Medium,Clear,Medium,13,40.44,48.82,8.38,1
6.0,33,28,10,Medium,Clear,Medium,19,64.0,73.42,9.42,0
2.2,30,27,1,Medium,Clear,Medium,17,45.8,69.88,24.08,1
3.64,19,19,7,Medium,Rain,Medium,8,40.56,56.1,15.54,1
4.05,26,17,2,Low,Clear,Medium,10,49.2,57.6,8.4,0
1.96,17,28,4,Medium,Rain,Medium,16,31.84,49.31,17.47,1
6.83,34,18,7,Low,Clear,Medium,22,68.32,74.35,6.03,0
8.61,16,28,3,Medium,Rain,Medium,9,57.44,75.53,18.09,1
1.3,30,29,6,Medium,Storm,Medium,20,42.2,65.07,22.87,1
6.03,24,5,5,Medium,Clear,Low,8,55.12,62.15,7.03,0
9.5,24,19,7,High,Clear,Low,15,69.0,83.34,14.34,1
9.1,15,21,9,Low,Clear,High,11,58.4,68.32,9.92,0
9.87,30,24,2,Medium,Clear,High,14,76.48,97.01,20.53,1
5.65,28,10,9,Low,Rain,Low,21,57.6,62.69,5.09,0
9.94,30,25,3,Medium,Clear,Medium,11,76.76,91.85,15.09,0
3.27,29,14,1,Medium,Clear,Medium,17,49.08,66.87,17.79,1
4.65,9,11,5,Medium,Clear,Medium,12,34.6,44.92,10.32,1
2.53,32,4,4,High,Clear,Low,17,49.12,58.85,9.73,0
5.88,31,9,3,Medium,Clear,High,8,61.52,76.8,15.28,1
5.01,12,29,5,Low,Rain,Low,12,39.04,47.77,8.73,1
3.27,35,21,10,High,Clear,High,22,55.08,79.41,24.33,1
9.15,21,21,7,High,Clear,Low,18,64.6,80.49,15.89,1
4.11,14,26,9,Low,Clear,Medium,22,37.44,45.63,8.19,1
3.64,11,8,2,Low,Clear,Low,18,32.56,40.96,8.4,1
2.01,16,19,1,Low,Clear,Low,10,31.04,42.64,11.6,1
5.55,6,11,4,Medium,Clear,High,14,35.2,52.55,17.35,1
3.98,26,25,9,High,Clear,Medium,21,48.92,67.79,18.87,1
4.75,26,12,10,Medium,Clear,Low,18,52.0,60.96,8.96,0
3.21,25,25,2,Low,Clear,High,15,44.84,60.13,15.29,1
9.28,22,22,6,Low,Clear,Low,21,66.12,68.91,2.79,0
11.2,16,23,5,Medium,Clear,Low,9,67.8,76.95,9.15,0
6.23,27,27,9,Low,Clear,Low,22,58.92,65.31,6.39,0
7.89,32,23,3,Low,Clear,Medium,9,70.56,86.96,16.4,1
10.47,7,9,6,Low,Clear,High,22,55.88,61.06,5.18,0
11.99,16,15,10,Low,Clear,Low,20,70.96,73.89,2.93,0
7.56,35,14,6,Low,Rain,Medium,15,72.24,80.88,8.64,0
10.73,31,1,9,Medium,Clear,Low,15,80.92,85.6,4.68,0
10.95,35,17,7,Low,Storm,Low,8,85.8,100.67,14.87,0
9.6,10,13,7,Low,Clear,Medium,12,55.4,62.75,7.35,0
5.8,19,11,3,Medium,Clear,Medium,11,49.2,59.19,9.99,1
1.43,9,3,11,High,Clear,Medium,18,21.72,38.39,16.67,1
0.68,31,15,3,Medium,Rain,Low,10,40.72,57.73,17.01,1
5.99,21,17,11,Medium,Rain,Low,20,51.96,62.89,10.93,1
6.18,12,3,11,Medium,Clear,Medium,12,43.72,48.08,4.36,0
5.18,7,19,6,Medium,Clear,Medium,20,34.72,45.22,10.5,1
7.03,27,5,10,Medium,Rain,Medium,13,62.12,74.06,11.94,0
6.85,30,4,8,Medium,Rain,Low,19,64.4,74.19,9.79,0
10.12,32,12,9,Medium,Storm,Medium,18,79.48,93.34,13.86,0
1.75,35,11,1,Medium,Clear,Low,22,49.0,61.66,12.66,1
3.09,30,27,2,Low,Clear,Medium,15,49.36,65.96,16.6,1
9.62,29,2,1,Low,Clear,Medium,13,74.48,88.88,14.4,0
10.25,30,10,1,Low,Rain,Low,17,78.0,91.86,13.86,0
11.94,35,22,10,Low,Clear,Medium,8,89.76,99.46,9.7,0
10.54,19,7,2,Medium,Clear,Medium,22,68.16,83.47,15.31,1
10.73,28,29,1,Medium,Clear,Medium,18,77.92,100.65,22.73,1
4.12,30,22,11,Low,Clear,High,8,53.48,65.17,11.69,1
5.12,8,28,4,Low,Rain,Medium,10,35.48,50.04,14.56,1
3.58,26,28,9,Low,Clear,Low,8,47.32,50.48,3.16,0
7.47,15,3,11,Medium,Rain,Medium,18,51.88,63.92,12.04,1
11.3,9,13,6,Low,Clear,Medium,17,61.2,64.3,3.1,0
4.46,10,22,11,Low,Clear,Medium,10,34.84,43.68,8.84,1
6.91,8,0,11,Low,Clear,Medium,16,42.64,44.76,2.12,0
3.91,32,13,2,Medium,Clear,Low,15,54.64,67.98,13.34,1
2.45,28,20,2,Low,Clear,Low,15,44.8,52.89,8.09,0
2.74,8,23,5,Medium,Rain,Low,17,25.96,36.55,10.59,1
1.17,24,12,7,Medium,Clear,High,20,35.68,49.82,14.14,1
11.42,25,25,9,High,Clear,Medium,21,77.68,97.19,19.51,1
5.13,21,20,3,Medium,Clear,Medium,10,48.52,65.71,17.19,1
10.09,23,1,3,Low,Clear,Medium,22,70.36,75.26,4.9,0
8.34,33,8,4,Low,Clear,High,16,73.36,80.96,7.6,0
2.71,21,28,3,Medium,Clear,High,10,38.84,57.49,18.65,1
2.52,25,0,11,Low,Clear,Medium,21,42.08,42.95,0.87,0
9.84,22,3,5,High,Clear,Medium,13,68.36,85.09,16.73,1
3.54,17,10,10,Medium,Clear,High,14,38.16,53.84,15.68,1
11.0,32,29,1,Low,Clear,Medium,22,83.0,97.81,14.81,0
2.11,17,21,2,Low,Clear,Medium,16,32.44,49.06,16.62,1
8.29,29,4,9,High,Clear,Medium,10,69.16,85.52,16.36,1
9.87,23,11,3,High,Clear,Medium,9,69.48,85.42,15.94,1
3.21,26,28,1,High,Clear,Medium,20,45.84,70.38,24.54,1
3.68,28,6,7,Low,Clear,Medium,13,49.72,50.6,0.88,0
11.59,27,17,2,Medium,Clear,Low,9,80.36,93.59,13.23,0
3.54,22,13,1,Low,Clear,Medium,8,43.16,56.79,13.63,1
5.44,24,22,5,Low,Rain,Medium,22,52.76,63.19,10.43,0
5.47,20,22,7,Medium,Clear,Low,16,48.88,53.23,4.35,0
3.41,15,24,6,High,Clear,Medium,15,35.64,50.59,14.95,1
9.42,27,3,7,Low,Clear,Low,16,71.68,72.8,1.12,0
9.38,32,13,1,Medium,Clear,High,14,76.52,99.36,22.84,1
4.85,26,20,4,Low,Clear,Low,22,52.4,54.36,1.96,0
10.1,28,12,4,Low,Clear,Low,17,75.4,77.24,1.84,0
2.95,30,20,4,Low,Clear,Medium,17,48.8,59.84,11.04,1
0.55,16,19,7,High,Clear,Low,21,25.2,36.55,11.35,1
7.07,6,11,3,Low,Clear,Medium,8,41.28,50.45,9.17,1
11.93,15,3,7,Medium,Clear,Medium,12,69.72,74.68,4.96,0
0.94,28,29,11,Low,Clear,High,20,38.76,53.22,14.46,1
2.89,30,24,8,Medium,Clear,Low,9,48.56,53.33,4.77,0
6.47,20,26,5,Low,Clear,Low,12,52.88,57.47,4.59,0
9.81,29,8,5,Low,Storm,Low,10,75.24,86.72,11.48,0
1.52,7,9,7,Medium,Clear,High,18,20.08,34.1,14.02,1
5.05,24,9,8,Medium,Clear,High,20,51.2,63.07,11.87,1
9.09,26,0,4,High,Rain,Low,11,69.36,82.96,13.6,0
4.77,20,5,1,Low,Clear,Low,18,46.08,54.61,8.53,0
2.67,27,9,8,Medium,Clear,Low,19,44.68,47.9,3.22,0
2.75,20,29,8,High,Clear,Low,21,38.0,53.6,15.6,1
5.22,21,6,2,Low,Clear,Low,21,48.88,55.91,7.03,0
6.01,23,15,7,High,Clear,High,14,54.04,73.2,19.16,1
10.41,29,16,1,High,Rain,Low,9,77.64,103.84,26.2,1
7.89,12,10,8,Medium,Rain,High,19,50.56,64.42,13.86,1
8.44,14,27,9,Medium,Clear,Low,16,54.76,60.75,5.99,0
11.8,17,2,1,Medium,Clear,High,14,71.2,89.55,18.35,1
5.24,11,26,8,Medium,Rain,Medium,16,38.96,54.41,15.45,1
5.14,15,22,2,Medium,Rain,Low,17,42.56,59.75,17.19,1
11.12,15,9,3,High,Rain,Medium,12,66.48,87.98,21.5,1
3.33,14,23,8,Low,Clear,Low,12,34.32,36.67,2.35,0
8.89,17,12,4,Medium,Clear,High,13,59.56,72.99,13.43,1
9.18,20,29,11,Medium,Clear,Medium,15,63.72,75.54,11.82,0
1.62,26,1,11,Low,Rain,High,18,39.48,48.55,9.07,1
5.88,14,0,11,Medium,Clear,High,8,44.52,57.72,13.2,1
2.81,31,16,2,Medium,Rain,Low,12,49.24,65.97,16.73,1
2.63,19,27,2,Medium,Clear,Medium,18,36.52,53.85,17.33,1
5.83,27,1,3,Medium,Rain,Medium,8,57.32,73.71,16.39,1
3.83,8,23,7,Low,Clear,Medium,19,30.32,38.81,8.49,1
9.65,10,28,5,High,Rain,Medium,19,55.6,74.48,18.88,1
10.94,19,14,9,Medium,Clear,Low,12,69.76,70.08,0.32,0
9.73,16,26,4,Medium,Clear,Medium,17,61.92,73.47,11.55,0
3.56,20,22,3,Low,Clear,Medium,15,41.24,53.83,12.59,1
3.65,9,6,8,Low,Rain,Low,11,30.6,36.58,5.98,0
3.43,19,25,7,High,Clear,High,10,39.72,58.4,18.68,1
2.05,26,20,8,Low,Clear,High,22,41.2,53.52,12.32,1
11.35,27,0,4,Low,Storm,Medium,20,79.4,93.64,14.24,0
5.12,12,17,6,Medium,Rain,Low,21,39.48,52.67,13.19,1
3.08,15,19,11,Medium,Clear,Medium,10,34.32,47.02,12.7,1
10.24,21,24,7,High,Rain,Low,22,68.96,89.46,20.5,1
5.09,21,23,11,Medium,Clear,Medium,17,48.36,60.94,12.58,1
0.9,29,14,5,High,Clear,Medium,15,39.6,56.31,16.71,1
2.36,17,8,1,Medium,Clear,Low,13,33.44,46.37,12.93,1
7.85,25,5,9,Medium,Rain,Low,11,63.4,73.04,9.64,0
9.5,32,2,6,Medium,Clear,Low,12,77.0,78.74,1.74,0
2.93,14,19,1,Medium,Clear,Medium,10,32.72,51.24,18.52,1
11.05,30,28,2,Low,Clear,Medium,19,81.2,96.88,15.68,0
10.29,15,2,4,Low,Clear,Low,22,63.16,68.38,5.22,0
10.26,15,21,3,Medium,Rain,High,22,63.04,84.28,21.24,1
3.12,25,17,8,Medium,Clear,Medium,21,44.48,56.81,12.33,1
1.08,24,5,7,Medium,Rain,Low,9,35.32,42.93,7.61,1
10.48,22,6,4,Medium,Clear,Medium,19,70.92,83.09,12.17,0
4.02,12,8,1,Medium,Rain,Medium,20,35.08,53.08,18.0,1
7.62,7,20,1,Low,Rain,Medium,15,44.48,63.93,19.45,1
9.24,33,8,11,Medium,Clear,Medium,16,76.96,85.37,8.41,0
1.98,32,24,4,Medium,Clear,Low,13,46.92,55.35,8.43,0
9.48,32,11,2,Low,Rain,Low,20,76.92,87.81,10.89,0
11.29,20,3,8,Medium,Clear,Low,18,72.16,79.4,7.24,0
8.88,32,2,10,Medium,Clear,Low,17,74.52,76.88,2.36,0
5.57,19,12,2,Medium,Clear,Medium,8,48.28,60.71,12.43,1
10.58,7,12,11,Medium,Rain,High,22,56.32,73.52,17.2,1
6.57,11,22,8,Low,Clear,Medium,15,44.28,48.32,4.04,0
9.06,13,14,3,Medium,Clear,High,22,56.24,77.17,20.93,1
9.94,16,4,9,Medium,Clear,Medium,18,62.76,73.64,10.88,0
9.12,34,6,5,Medium,Clear,Low,15,77.48,84.76,7.28,0
3.81,15,16,7,Low,Clear,High,19,37.24,47.42,10.18,1
1.86,23,10,2,High,Rain,Low,11,37.44,61.77,24.33,1
3.24,13,20,3,Low,Clear,Low,14,32.96,43.65,10.69,1
6.28,24,27,9,Low,Storm,High,8,56.12,75.45,19.33,1
6.31,22,10,9,Low,Rain,Medium,19,54.24,65.12,10.88,1
7.2,9,16,1,Medium,Clear,High,12,44.8,65.18,20.38,1
5.04,19,24,3,Medium,Clear,Low,9,46.16,58.57,12.41,1
9.55,8,6,7,Low,Rain,Medium,19,53.2,56.81,3.61,0
11.0,32,15,10,Medium,Clear,Low,11,83.0,90.29,7.29,0
3.34,26,9,8,Medium,Clear,Medium,11,46.36,54.57,8.21,0
8.97,34,18,8,High,Rain,High,10,76.88,99.58,22.7,1
8.3,32,22,5,High,Rain,Medium,17,72.2,92.27,20.07,1
6.52,11,4,1,Medium,Clear,Medium,13,44.08,58.72,14.64,1
2.67,26,5,9,Low,Clear,High,16,43.68,51.76,8.08,0
9.65,8,0,9,Low,Clear,High,13,53.6,63.17,9.57,0
11.55,34,0,5,High,Rain,Low,19,87.2,98.08,10.88,0
8.8,29,1,6,Medium,Clear,Low,13,71.2,77.13,5.93,0
11.06,26,21,3,Medium,Rain,High,19,77.24,99.87,22.63,1
11.82,35,27,5,High,Clear,Medium,14,89.28,108.43,19.15,1
4.55,31,12,3,High,Clear,Medium,8,56.2,75.54,19.34,1
7.84,31,26,5,Medium,Clear,Low,14,69.36,77.13,7.77,0
5.95,8,21,2,High,Clear,Low,11,38.8,59.89,21.09,1
11.85,5,24,7,Low,Rain,High,15,59.4,75.24,15.84,1
1.58,34,22,3,Medium,Clear,Medium,9,47.32,61.12,13.8,1
5.24,12,5,8,High,Rain,Medium,19,39.96,54.28,14.32,1
10.57,18,15,6,Low,Clear,Low,17,67.28,70.45,3.17,0
3.77,6,15,10,Low,Storm,Low,10,28.08,40.59,12.51,1
9.56,24,19,3,Medium,Rain,Medium,22,69.24,89.05,19.81,1
4.9,30,23,4,Medium,Clear,High,13,56.6,76.61,20.01,1
11.77,31,3,3,Low,Storm,Low,11,85.08,98.42,13.34,0
10.66,23,20,7,Low,Clear,Medium,8,72.64,79.11,6.47,0
3.97,25,24,2,Low,Clear,Medium,11,47.88,61.68,13.8,1
9.36,20,3,8,Low,Rain,Low,8,64.44,65.55,1.11,0
4.37,18,12,10,High,Rain,Medium,15,42.48,59.51,17.03,1
7.47,22,26,8,Medium,Clear,Medium,17,58.88,70.97,12.09,1
8.07,34,0,2,Medium,Storm,Low,13,73.28,90.75,17.47,1
10.04,12,4,6,Low,Clear,Medium,21,59.16,63.14,3.98,0
